Ensembl.gene.ID	Ensembl.transcript.ID	RefSeq.mRNA.ID	Gene.name	UCSC.ID
ENSG00000214897	ENST00000633844	NM_001351294	PNMA6E	uc284rcg.1
ENSG00000214897	ENST00000633844	NM_001351293	PNMA6E	uc284rcg.1
ENSG00000225110	ENST00000436629	NM_001354980	PNMA6F	uc284rcf.1
ENSG00000276380	ENST00000618570	NM_001012989	UBE2NL	uc284rcc.1
ENSG00000282815	ENST00000632600	NM_001195272	TEX13C	uc284rcb.1
ENSG00000282419	ENST00000632372	NM_001355534	TEX13D	uc284rca.1
ENSG00000204131	ENST00000623354	NM_207422	NHSL2	uc284rbr.1
ENSG00000204131	ENST00000633930	NM_001013627	NHSL2	uc284rbn.1
ENSG00000215174	ENST00000434992	NM_001319967	NLRP2B	uc284rbm.1
ENSG00000223591	ENST00000602548	NM_001355277	CENPVL1	uc284rbl.1
ENSG00000283093	ENST00000634648	NM_001355278	CENPVL2	uc284rbk.1
ENSG00000224109	ENST00000417339	NM_001355276	CENPVL3	uc284rbj.1
ENSG00000165164	ENST00000378653	NM_001304548	CFAP47	uc284rad.1
ENSG00000186788	ENST00000445385	NM_207416	SPATA31D3	uc284qyq.1
ENSG00000189357	ENST00000419782	NM_001145197	SPATA31D4	uc284qyo.1
ENSG00000187791	ENST00000603640	NM_001309426	FAM205C	uc284qyi.1
ENSG00000187791	ENST00000340783	NM_001309427	FAM205C	uc284qyh.1
ENSG00000107262	ENST00000634734	NM_004323	BAG1	uc284qyf.1
ENSG00000107262	ENST00000634734	NM_001349286	BAG1	uc284qyf.1
ENSG00000080503	ENST00000382185	NM_001289399	SMARCA2	uc284qxm.1
ENSG00000129422	ENST00000634613	NM_001330470	MTUS1	uc284qjm.1
ENSG00000183117	ENST00000635120	NM_033225	CSMD1	uc284qjk.1
ENSG00000275896	ENST00000539842	NM_002770	PRSS2	uc284qbg.1
ENSG00000275896	ENST00000633969	NM_001303414	PRSS2	uc284qbe.1
ENSG00000105854	ENST00000633531	NM_000305	PON2	uc284qai.1
ENSG00000185040	ENST00000633306	NM_001351597	SPDYE16	uc284qaf.1
ENSG00000112297	ENST00000369066	NM_001624	CRYBG1	uc284pzd.1
ENSG00000274750	ENST00000614911	NM_003532	HIST1H3E	uc284pye.1
ENSG00000274290	ENST00000614097	NM_003523	HIST1H2BE	uc284pyb.1
ENSG00000280987	ENST00000361059	NM_199189	MATR3	uc284pxl.1
ENSG00000239642	ENST00000442687	NM_001303622	MEIKIN	uc284pxh.1
ENSG00000268223	ENST00000634632	NM_001195581	ARL14EPL	uc284pxd.1
ENSG00000164300	ENST00000509193	NM_178276	SERINC5	uc284pwz.1
ENSG00000164300	ENST00000509193	NM_001174071	SERINC5	uc284pwz.1
ENSG00000112941	ENST00000631941	NM_001171805	TENT4A	uc284pwu.1
ENSG00000112941	ENST00000631941	NM_006999	TENT4A	uc284pwu.1
ENSG00000181982	ENST00000635206	NM_001330643	CCDC149	uc284pwd.1
ENSG00000206113	ENST00000616117	NM_001193282	CFAP99	uc284pvw.1
ENSG00000225873	ENST00000416124	NM_001351480	C3orf86	uc284pty.1
ENSG00000225873	ENST00000634610	NM_001351479	C3orf86	uc284ptx.1
ENSG00000071282	ENST00000426878	NM_001278235	LMCD1	uc284ptr.1
ENSG00000100266	ENST00000634914	NM_001349970	PACSIN2	uc284pto.1
ENSG00000198792	ENST00000633438	NM_001195072	TMEM184B	uc284ptc.1
ENSG00000180957	ENST00000634017	NM_001284278	PITPNB	uc284psw.1
ENSG00000101040	ENST00000540497	NM_001281784	ZMYND8	uc284pri.1
ENSG00000101040	ENST00000540497	NM_001281781	ZMYND8	uc284pri.1
ENSG00000132793	ENST00000632009	NM_001301860	LPIN3	uc284pre.1
ENSG00000243910	ENST00000490341	NM_001355221	TUBA4B	uc284pqj.1
ENSG00000256671	ENST00000413601	NM_001205288	LIMS4	uc284ppy.1
ENSG00000071054	ENST00000634702	NM_145687	MAP4K4	uc284ppr.1
ENSG00000071054	ENST00000634702	NM_004834	MAP4K4	uc284ppr.1
ENSG00000204843	ENST00000633691	NM_023019	DCTN1	uc284ppm.1
ENSG00000144036	ENST00000634650	NM_001321731	EXOC6B	uc284ppl.1
ENSG00000144036	ENST00000634650	NM_001321729	EXOC6B	uc284ppl.1
ENSG00000144036	ENST00000634650	NM_001321730	EXOC6B	uc284ppl.1
ENSG00000144036	ENST00000634650	NM_001321734	EXOC6B	uc284ppl.1
ENSG00000223658	ENST00000475092	NM_001101330	C1GALT1C1L	uc284pot.1
ENSG00000105261	ENST00000633214	NM_001302757	OVOL3	uc284pmn.1
ENSG00000160117	ENST00000594072	NM_001278443	ANKLE1	uc284pmm.1
ENSG00000160117	ENST00000594072	NM_001278445	ANKLE1	uc284pmm.1
ENSG00000101489	ENST00000603232	NM_001353746	CELF4	uc284piq.1
ENSG00000101489	ENST00000603232	NM_001025087	CELF4	uc284piq.1
ENSG00000101489	ENST00000603232	NM_001353745	CELF4	uc284piq.1
ENSG00000101489	ENST00000603232	NM_001353741	CELF4	uc284piq.1
ENSG00000101489	ENST00000603232	NM_001353752	CELF4	uc284piq.1
ENSG00000101489	ENST00000603232	NM_001353721	CELF4	uc284piq.1
ENSG00000182473	ENST00000634349	NM_001145299	EXOC7	uc284okq.1
ENSG00000266714	ENST00000610510	NM_001309242	MYO15B	uc284ojh.1
ENSG00000186566	ENST00000635257	NM_001304943	GPATCH8	uc284oin.1
ENSG00000181291	ENST00000631683	NM_001304438	TMEM132E	uc284oib.1
ENSG00000103248	ENST00000634347	NM_001159380	MTHFSD	uc284nvu.1
ENSG00000103248	ENST00000634347	NM_022764	MTHFSD	uc284nvu.1
ENSG00000179918	ENST00000478753	NM_012248	SEPHS2	uc284nvr.1
ENSG00000134398	ENST00000256797	NM_033266	ERN2	uc284nvp.1
ENSG00000259332	ENST00000615374	NM_001199760	ST20-MTHFS	uc284nrm.1
ENSG00000136371	ENST00000559722	NM_001199758	MTHFS	uc284nrl.1
ENSG00000169118	ENST00000561349	NM_001329607	CSNK1G1	uc284nqe.1
ENSG00000283071	ENST00000634353	NM_001330236	LBHD2	uc284nlk.1
ENSG00000021645	ENST00000635466	NM_001330195	NRXN3	uc284nlg.1
ENSG00000033030	ENST00000633063	NM_001350936	ZCCHC8	uc284ngs.1
ENSG00000033030	ENST00000633063	NM_017612	ZCCHC8	uc284ngs.1
ENSG00000033030	ENST00000633063	NM_001350935	ZCCHC8	uc284ngs.1
ENSG00000179295	ENST00000635625	NM_001330437	PTPN11	uc284ngq.1
ENSG00000136021	ENST00000635101	NM_001330253	SCYL2	uc284ngj.1
ENSG00000136021	ENST00000635101	NM_001330254	SCYL2	uc284ngj.1
ENSG00000136021	ENST00000635101	NM_001330256	SCYL2	uc284ngj.1
ENSG00000155957	ENST00000542724	NM_001282609	TMBIM4	uc284ngc.1
ENSG00000179912	ENST00000634871	NM_001330123	R3HDM2	uc284ngb.1
ENSG00000180425	ENST00000623205	NM_001271562	C11orf71	uc284mzo.1
ENSG00000180425	ENST00000325636	NM_019021	C11orf71	uc284mzn.1
ENSG00000255151	ENST00000527482	NM_001355566	GLYATL1B	uc284mza.1
ENSG00000247595	ENST00000635674	NM_001355570	SPTY2D1OS	uc284myc.1
ENSG00000107745	ENST00000642044	NM_006077	MICU1	uc284mvz.1
ENSG00000048740	ENST00000637215	NM_001326327	CELF2	uc284mvf.1
ENSG00000048740	ENST00000638035	NM_001326328	CELF2	uc284mvf.1
ENSG00000048740	ENST00000638035	NM_001326320	CELF2	uc284mvf.1
ENSG00000048740	ENST00000636488	NM_001326326	CELF2	uc284mvf.1
ENSG00000048740	ENST00000636488	NM_001326325	CELF2	uc284mvf.1
ENSG00000048740	ENST00000632728	NM_001326345	CELF2	uc284mvf.1
ENSG00000048740	ENST00000632728	NM_001326338	CELF2	uc284mvf.1
ENSG00000048740	ENST00000632728	NM_001326339	CELF2	uc284mvf.1
ENSG00000048740	ENST00000632728	NM_001326333	CELF2	uc284mvf.1
ENSG00000048740	ENST00000632728	NM_001326334	CELF2	uc284mvf.1
ENSG00000048740	ENST00000632728	NM_001326329	CELF2	uc284mvf.1
ENSG00000048740	ENST00000632728	NM_001326330	CELF2	uc284mvf.1
ENSG00000048740	ENST00000632728	NM_001326317	CELF2	uc284mvf.1
ENSG00000048740	ENST00000632728	NM_001326318	CELF2	uc284mvf.1
ENSG00000048740	ENST00000632065	NM_001326340	CELF2	uc284mve.1
ENSG00000048740	ENST00000632065	NM_001326343	CELF2	uc284mve.1
ENSG00000048740	ENST00000633077	NM_001326342	CELF2	uc284mvd.1
ENSG00000048740	ENST00000631816	NM_001326331	CELF2	uc284mvc.1
ENSG00000048740	ENST00000631816	NM_001326336	CELF2	uc284mvc.1
ENSG00000048740	ENST00000631460	NM_001326332	CELF2	uc284mva.1
ENSG00000048740	ENST00000631460	NM_001326337	CELF2	uc284mva.1
ENSG00000048740	ENST00000631460	NM_001326335	CELF2	uc284mva.1
ENSG00000196289	ENST00000419583	NM_001290693	BECN2	uc284muq.1
ENSG00000077157	ENST00000391959	NM_001331029	PPP1R12B	uc284mue.1
ENSG00000116690	ENST00000635041	NM_001303232	PRG4	uc284mtu.1
ENSG00000143450	ENST00000400999	NM_016178	OAZ3	uc284msx.1
ENSG00000282608	ENST00000632535	NM_001302678	ADORA3	uc284msd.1
ENSG00000079335	ENST00000635056	NM_001319212	CDC14A	uc284mrh.1
ENSG00000079335	ENST00000635056	NM_001319211	CDC14A	uc284mrh.1
ENSG00000153904	ENST00000633113	NM_001330655	DDAH1	uc284mqz.1
ENSG00000116641	ENST00000635123	NM_001272001	DOCK7	uc284mpz.1
ENSG00000116641	ENST00000634264	NM_001272000	DOCK7	uc284mpy.1
ENSG00000282881	ENST00000634804	NM_001357063	AL136373.1	uc284mop.1
ENSG00000283039	ENST00000634670	NM_001358438	KLF18	uc284mon.1
ENSG00000282872	ENST00000635463	NM_001364667	C1orf232	uc284mnr.1
ENSG00000282872	ENST00000634842	NM_001364669	C1orf232	uc284mnq.1
ENSG00000155959	ENST00000535916	NM_001303544	VBP1	uc065cjx.1
ENSG00000203870	ENST00000369529	NM_001162936	SMIM9	uc065cja.1
ENSG00000269335	ENST00000617207	NM_001321397	IKBKG	uc065chp.1
ENSG00000160211	ENST00000621232	NM_001360016	G6PD	uc065cgz.1
ENSG00000160211	ENST00000621232	NM_000402	G6PD	uc065cgz.1
ENSG00000071889	ENST00000322269	NM_001282311	FAM3A	uc065cgh.1
ENSG00000147403	ENST00000458500	NM_001256577	RPL10	uc065cdd.1
ENSG00000126895	ENST00000337474	NM_000054	AVPR2	uc065byh.1
ENSG00000180879	ENST00000370087	NM_001204527	SSR4	uc065bxa.1
ENSG00000180879	ENST00000320857	NM_001204526	SSR4	uc065bwy.1
ENSG00000266560	ENST00000509345	NM_001204811	MAGEA10-MAGEA5	uc065bre.1
ENSG00000183862	ENST00000329903	NM_005140	CNGA2	uc065bqd.1
ENSG00000197021	ENST00000370404	NM_001013845	CXorf40B	uc065bof.1
ENSG00000185247	ENST00000333104	NM_001011544	MAGEA11	uc065bny.1
ENSG00000197620	ENST00000434353	NM_001324279	CXorf40A	uc065bnf.1
ENSG00000197620	ENST00000434353	NM_001324276	CXorf40A	uc065bnf.1
ENSG00000197620	ENST00000441248	NM_001324277	CXorf40A	uc065bne.1
ENSG00000197620	ENST00000450602	NM_001324274	CXorf40A	uc065bnd.1
ENSG00000197620	ENST00000450602	NM_001324275	CXorf40A	uc065bnd.1
ENSG00000185985	ENST00000335565	NM_001144004	SLITRK2	uc065bkz.1
ENSG00000185985	ENST00000335565	NM_001144003	SLITRK2	uc065bkz.1
ENSG00000185985	ENST00000335565	NM_001144005	SLITRK2	uc065bkz.1
ENSG00000185985	ENST00000335565	NM_032539	SLITRK2	uc065bkz.1
ENSG00000101974	ENST00000370557	NM_001353811	ATP11C	uc065bjm.1
ENSG00000101974	ENST00000370557	NM_001353810	ATP11C	uc065bjm.1
ENSG00000129682	ENST00000441825	NM_001139502	FGF13	uc065bja.1
ENSG00000129682	ENST00000441825	NM_001139501	FGF13	uc065bja.1
ENSG00000156925	ENST00000370606	NM_001330661	ZIC3	uc065biu.1
ENSG00000022267	ENST00000370676	NM_001330659	FHL1	uc065bhi.1
ENSG00000181433	ENST00000370709	NM_018666	SAGE1	uc065bgm.1
ENSG00000269586	ENST00000617981	NM_001291530	CT45A10	uc065bgj.1
ENSG00000269586	ENST00000617981	NM_001291529	CT45A10	uc065bgj.1
ENSG00000228836	ENST00000487941	NM_001172288	CT45A5	uc065bgc.1
ENSG00000228836	ENST00000487941	NM_001007551	CT45A5	uc065bgc.1
ENSG00000269096	ENST00000598716	NM_001017435	CT45A3	uc065bgb.1
ENSG00000101928	ENST00000370779	NM_001306188	MOSPD1	uc065bfa.1
ENSG00000156500	ENST00000414371	NM_001170780	FAM122C	uc065bes.1
ENSG00000156504	ENST00000493333	NM_001331089	FAM122B	uc065beq.1
ENSG00000156504	ENST00000493333	NM_001170756	FAM122B	uc065beq.1
ENSG00000203952	ENST00000517294	NM_001353453	CCDC160	uc065bea.1
ENSG00000102078	ENST00000361980	NM_001282196	SLC25A14	uc065bch.1
ENSG00000156709	ENST00000535724	NM_001130847	AIFM1	uc065bbw.1
ENSG00000226685	ENST00000419982	NM_001242922	CT47A12	uc065aye.1
ENSG00000158290	ENST00000336592	NM_001330624	CUL4B	uc065axs.1
ENSG00000186471	ENST00000371422	NM_001008535	AKAP14	uc065axc.1
ENSG00000077721	ENST00000628549	NM_001282161	UBE2A	uc065awn.1
ENSG00000123496	ENST00000243213	NM_000640	IL13RA2	uc065auf.1
ENSG00000187823	ENST00000340433	NM_001004308	RTL4	uc065atq.1
ENSG00000101901	ENST00000623189	NM_001257235	ALG13	uc065atd.1
ENSG00000101901	ENST00000623189	NM_001324291	ALG13	uc065atd.1
ENSG00000077264	ENST00000417227	NM_001128172	PAK3	uc065asc.1
ENSG00000077264	ENST00000518291	NM_001128168	PAK3	uc065asa.1
ENSG00000077264	ENST00000372010	NM_001324333	PAK3	uc065arz.1
ENSG00000077264	ENST00000372010	NM_001324327	PAK3	uc065arz.1
ENSG00000077264	ENST00000372010	NM_001324329	PAK3	uc065arz.1
ENSG00000077264	ENST00000372010	NM_001128173	PAK3	uc065arz.1
ENSG00000101938	ENST00000394797	NM_145234	CHRDL1	uc065arx.1
ENSG00000157600	ENST00000372073	NM_001353850	TMEM164	uc065arn.1
ENSG00000157600	ENST00000372073	NM_001353851	TMEM164	uc065arn.1
ENSG00000068366	ENST00000469796	NM_001318509	ACSL4	uc065arb.1
ENSG00000101890	ENST00000218006	NM_001522	GUCY2F	uc065aqx.1
ENSG00000188153	ENST00000328300	NM_033380	COL4A5	uc065aqj.1
ENSG00000170935	ENST00000509000	NM_001348372	NCBP2L	uc065apo.1
ENSG00000123572	ENST00000243300	NM_198465	NRK	uc065ans.1
ENSG00000158427	ENST00000569577	NM_001350212	TMSB15B	uc065ane.1
ENSG00000158427	ENST00000419165	NM_001350211	TMSB15B	uc065anb.1
ENSG00000133142	ENST00000472745	NM_001305840	TCEAL4	uc065ali.1
ENSG00000133142	ENST00000415568	NM_001305841	TCEAL4	uc065ale.1
ENSG00000133142	ENST00000372629	NM_001300901	TCEAL4	uc065alc.1
ENSG00000166681	ENST00000372635	NM_014380	BEX3	uc065akv.1
ENSG00000166681	ENST00000372635	NM_001282674	BEX3	uc065akv.1
ENSG00000125962	ENST00000604957	NM_022838	ARMCX5	uc065ajm.1
ENSG00000125962	ENST00000604957	NM_001168478	ARMCX5	uc065ajm.1
ENSG00000125962	ENST00000604957	NM_001168482	ARMCX5	uc065ajm.1
ENSG00000166432	ENST00000488347	NM_001282400	ZMAT1	uc065aiy.1
ENSG00000166432	ENST00000458570	NM_001282401	ZMAT1	uc065aix.1
ENSG00000126952	ENST00000473265	NM_032946	NXF5	uc065aiu.1
ENSG00000257529	ENST00000409170	NM_001199973	RPL36A-HNRNPH2	uc065ahc.1
ENSG00000257529	ENST00000409338	NM_001199974	RPL36A-HNRNPH2	uc065ahb.1
ENSG00000241343	ENST00000465340	NM_001199972	RPL36A	uc065aha.1
ENSG00000102384	ENST00000423383	NM_006733	CENPI	uc065agj.1
ENSG00000102384	ENST00000423383	NM_001318521	CENPI	uc065agj.1
ENSG00000000003	ENST00000614008	NM_001278742	TSPAN6	uc065afo.1
ENSG00000072133	ENST00000620340	NM_001330512	RPS6KA6	uc065adm.1
ENSG00000102158	ENST00000610432	NM_032121	MAGT1	uc065abp.1
ENSG00000102390	ENST00000373357	NM_001300888	PBDC1	uc065aaq.1
ENSG00000131269	ENST00000529949	NM_001271698	ABCB7	uc065aab.1
ENSG00000242732	ENST00000609883	NM_001024455	RTL5	uc064zwl.1
ENSG00000147133	ENST00000423759	NM_001286074	TAF1	uc064zvb.1
ENSG00000147127	ENST00000374473	NM_001363807	RAB41	uc064zsk.1
ENSG00000169083	ENST00000613054	NM_001348064	AR	uc064zqx.1
ENSG00000169083	ENST00000513847	NM_001348063	AR	uc064zqu.1
ENSG00000102316	ENST00000396224	NM_201222	MAGED2	uc064zms.1
ENSG00000126012	ENST00000375379	NM_001353978	KDM5C	uc064zkd.1
ENSG00000126012	ENST00000375379	NM_001353984	KDM5C	uc064zkd.1
ENSG00000126012	ENST00000375379	NM_001353981	KDM5C	uc064zkd.1
ENSG00000126012	ENST00000375379	NM_001353982	KDM5C	uc064zkd.1
ENSG00000126012	ENST00000452825	NM_001146702	KDM5C	uc064zkc.1
ENSG00000179304	ENST00000416841	NM_001099684	FAM156B	uc064ziw.1
ENSG00000179304	ENST00000416841	NM_001321180	FAM156B	uc064ziw.1
ENSG00000179304	ENST00000416841	NM_001321181	FAM156B	uc064ziw.1
ENSG00000179304	ENST00000593751	NM_001321188	FAM156B	uc064ziv.1
ENSG00000179304	ENST00000593751	NM_001321179	FAM156B	uc064ziv.1
ENSG00000179304	ENST00000593751	NM_001321178	FAM156B	uc064ziv.1
ENSG00000171405	ENST00000351072	NM_130775	XAGE5	uc064zio.1
ENSG00000187690	ENST00000342995	NM_203407	CXorf67	uc064zgx.1
ENSG00000171365	ENST00000307367	NM_001282163	CLCN5	uc064zge.1
ENSG00000171365	ENST00000482218	NM_001272102	CLCN5	uc064zgc.1
ENSG00000101951	ENST00000376141	NM_001318877	PAGE4	uc064zfy.1
ENSG00000205777	ENST00000619375	NM_001040663	GAGE1	uc064zfx.1
ENSG00000275113	ENST00000621907	NM_001127345	GAGE2E	uc064zfu.1
ENSG00000274274	ENST00000612958	NM_001098412	GAGE13	uc064zft.1
ENSG00000012211	ENST00000453382	NM_001307979	PRICKLE3	uc064zev.1
ENSG00000147144	ENST00000536628	NM_001163322	CCDC120	uc064zdl.1
ENSG00000147144	ENST00000536628	NM_001163323	CCDC120	uc064zdl.1
ENSG00000147144	ENST00000603986	NM_001163321	CCDC120	uc064zdk.1
ENSG00000147144	ENST00000606812	NM_033626	CCDC120	uc064zdj.1
ENSG00000147144	ENST00000606812	NM_001271835	CCDC120	uc064zdj.1
ENSG00000147144	ENST00000597275	NM_001271836	CCDC120	uc064zdh.1
ENSG00000187682	ENST00000636362	NM_181532	ERAS	uc064zbl.1
ENSG00000094631	ENST00000462730	NM_001321230	HDAC6	uc064zar.1
ENSG00000094631	ENST00000465269	NM_001321231	HDAC6	uc064zar.1
ENSG00000102312	ENST00000326194	NM_203475	PORCN	uc064yyf.1
ENSG00000102312	ENST00000359882	NM_203474	PORCN	uc064yxx.1
ENSG00000171478	ENST00000304270	NM_001079900	SPACA5B	uc064ywr.1
ENSG00000078061	ENST00000377045	NM_001654	ARAF	uc064yvp.1
ENSG00000102226	ENST00000218348	NM_004651	USP11	uc064yux.1
ENSG00000065923	ENST00000616978	NM_001257291	SLC9A7	uc064ytj.1
ENSG00000251192	ENST00000414387	NM_001190417	ZNF674	uc064yta.1
ENSG00000251192	ENST00000414387	NM_001146291	ZNF674	uc064yta.1
ENSG00000147121	ENST00000487081	NM_001129900	KRBOX4	uc064ysz.1
ENSG00000147121	ENST00000487081	NM_001129899	KRBOX4	uc064ysz.1
ENSG00000147050	ENST00000414389	NM_001291421	KDM6A	uc064ysc.1
ENSG00000147050	ENST00000611820	NM_001291415	KDM6A	uc064yrx.1
ENSG00000147050	ENST00000536777	NM_001291418	KDM6A	uc064yrv.1
ENSG00000147050	ENST00000536777	NM_001291417	KDM6A	uc064yrv.1
ENSG00000147050	ENST00000382899	NM_001291416	KDM6A	uc064yru.1
ENSG00000147044	ENST00000645566	NM_003688	CASK	uc064yqp.1
ENSG00000234636	ENST00000456333	NM_001289773	MED14OS	uc064ypq.1
ENSG00000189186	ENST00000451261	NM_001353450	DCAF8L2	uc064ykq.1
ENSG00000189186	ENST00000451261	NM_001353449	DCAF8L2	uc064ykq.1
ENSG00000189186	ENST00000451261	NM_001353448	DCAF8L2	uc064ykq.1
ENSG00000101868	ENST00000379059	NM_016937	POLA1	uc064yjz.1
ENSG00000101868	ENST00000379068	NM_001330360	POLA1	uc064yjy.1
ENSG00000005889	ENST00000379188	NM_001330327	ZFX	uc064yjm.1
ENSG00000123130	ENST00000379295	NM_001330259	ACOT9	uc064yin.1
ENSG00000147010	ENST00000379726	NM_001353895	SH3KBP1	uc064ygr.1
ENSG00000147010	ENST00000379726	NM_001353893	SH3KBP1	uc064ygr.1
ENSG00000147010	ENST00000379726	NM_001353894	SH3KBP1	uc064ygr.1
ENSG00000008086	ENST00000623535	NM_001323289	CDKL5	uc064yfi.1
ENSG00000188158	ENST00000617601	NM_001291868	NHS	uc064yes.1
ENSG00000130150	ENST00000482354	NM_001330241	MOSPD2	uc064ybx.1
ENSG00000046651	ENST00000380550	NM_001330209	OFD1	uc064ybe.1
ENSG00000046651	ENST00000380567	NM_001330210	OFD1	uc064ybb.1
ENSG00000196459	ENST00000458511	NM_001128835	TRAPPC2	uc064yav.1
ENSG00000196459	ENST00000380579	NM_001011658	TRAPPC2	uc064yau.1
ENSG00000196459	ENST00000359680	NM_014563	TRAPPC2	uc064yat.1
ENSG00000176896	ENST00000544987	NM_152634	TCEANC	uc064yap.1
ENSG00000176896	ENST00000380600	NM_001297564	TCEANC	uc064yao.1
ENSG00000176896	ENST00000380600	NM_001297563	TCEANC	uc064yao.1
ENSG00000047648	ENST00000380736	NM_001287242	ARHGAP6	uc064xyw.1
ENSG00000101871	ENST00000380780	NM_001347733	MID1	uc064xyn.1
ENSG00000177138	ENST00000327220	NM_205849	FAM9B	uc064xxo.1
ENSG00000006756	ENST00000217890	NM_009589	ARSD	uc064xvm.1
ENSG00000056998	ENST00000381157	NM_001184704	GYG2	uc064xvi.1
ENSG00000056998	ENST00000353656	NM_001184703	GYG2	uc064xvf.1
ENSG00000002586	ENST00000624481	NM_001321368	CD99	uc064xus.1
ENSG00000002586	ENST00000482405	NM_001321367	CD99	uc064xuq.1
ENSG00000148408	ENST00000371372	NM_000718	CACNA1B	uc064xnz.1
ENSG00000148408	ENST00000277551	NM_001243812	CACNA1B	uc064xny.1
ENSG00000148399	ENST00000475100	NM_001346396	DPH7	uc064xmc.1
ENSG00000165802	ENST00000437259	NM_001130970	NSMF	uc064xln.1
ENSG00000107331	ENST00000341511	NM_001606	ABCA2	uc064xhf.1
ENSG00000107331	ENST00000341511	NM_212533	ABCA2	uc064xhf.1
ENSG00000054148	ENST00000371661	NM_001135861	PHPT1	uc064xew.1
ENSG00000054148	ENST00000371661	NM_001287343	PHPT1	uc064xew.1
ENSG00000204001	ENST00000612714	NM_001345934	LCN8	uc064xdu.1
ENSG00000196366	ENST00000624034	NM_152571	C9orf163	uc064xcm.1
ENSG00000148396	ENST00000313050	NM_014866	SEC16A	uc064xcg.1
ENSG00000187796	ENST00000371734	NM_052814	CARD9	uc064xbm.1
ENSG00000107187	ENST00000619587	NM_001363746	LHX3	uc064xaz.1
ENSG00000148386	ENST00000277526	NM_001001676	LCN9	uc064wzo.1
ENSG00000122140	ENST00000241600	NM_016034	MRPS2	uc064wyt.1
ENSG00000197859	ENST00000393060	NM_014694	ADAMTSL2	uc064wvx.1
ENSG00000148248	ENST00000485435	NM_001280789	SURF4	uc064wuz.1
ENSG00000165702	ENST00000339463	NM_004188	GFI1B	uc064wsy.1
ENSG00000125485	ENST00000372159	NM_001322343	DDX31	uc064wsi.1
ENSG00000125485	ENST00000372159	NM_001322342	DDX31	uc064wsi.1
ENSG00000125485	ENST00000372159	NM_001322341	DDX31	uc064wsi.1
ENSG00000125485	ENST00000372159	NM_022779	DDX31	uc064wsi.1
ENSG00000125485	ENST00000372159	NM_001322340	DDX31	uc064wsi.1
ENSG00000107263	ENST00000372190	NM_198679	RAPGEF1	uc064wrm.1
ENSG00000107263	ENST00000372195	NM_001304275	RAPGEF1	uc064wrl.1
ENSG00000107263	ENST00000372189	NM_005312	RAPGEF1	uc064wrk.1
ENSG00000126883	ENST00000411637	NM_001318324	NUP214	uc064wou.1
ENSG00000188710	ENST00000623824	NM_198180	QRFP	uc064woc.1
ENSG00000148357	ENST00000624552	NM_001291815	HMCN2	uc064wnb.1
ENSG00000136816	ENST00000427860	NM_001317894	TOR1B	uc064wlw.1
ENSG00000136816	ENST00000427860	NM_001317893	TOR1B	uc064wlw.1
ENSG00000197694	ENST00000630866	NM_001363759	SPTAN1	uc064wfe.1
ENSG00000197694	ENST00000630804	NM_001363765	SPTAN1	uc064wfb.1
ENSG00000175854	ENST00000495313	NM_001318092	SWI5	uc064wdh.1
ENSG00000167110	ENST00000421699	NM_004486	GOLGA2	uc064wcv.1
ENSG00000106976	ENST00000486160	NM_001288739	DNM1	uc064wcl.1
ENSG00000106976	ENST00000393594	NM_001288737	DNM1	uc064wcj.1
ENSG00000106976	ENST00000393594	NM_001288738	DNM1	uc064wcj.1
ENSG00000106976	ENST00000341179	NM_001005336	DNM1	uc064wci.1
ENSG00000106976	ENST00000372923	NM_004408	DNM1	uc064wcg.1
ENSG00000148339	ENST00000373069	NM_001330988	SLC25A25	uc064wal.1
ENSG00000136840	ENST00000361444	NM_175040	ST6GALNAC4	uc064vzd.1
ENSG00000106992	ENST00000223836	NM_001318122	AK1	uc064vyn.1
ENSG00000187024	ENST00000414832	NM_001345979	PTRH1	uc064vwq.1
ENSG00000187024	ENST00000456267	NM_001345977	PTRH1	uc064vwp.1
ENSG00000187024	ENST00000423807	NM_001345978	PTRH1	uc064vwo.1
ENSG00000187024	ENST00000423807	NM_001345980	PTRH1	uc064vwo.1
ENSG00000177125	ENST00000373452	NM_001099270	ZBTB34	uc064vtp.1
ENSG00000167081	ENST00000342287	NM_001330782	PBX3	uc064vso.1
ENSG00000165219	ENST00000394083	NM_001330777	GAPVD1	uc064vrk.1
ENSG00000165219	ENST00000394105	NM_001354298	GAPVD1	uc064vrj.1
ENSG00000165219	ENST00000394105	NM_015635	GAPVD1	uc064vrj.1
ENSG00000119408	ENST00000394199	NM_001166171	NEK6	uc064vpr.1
ENSG00000056586	ENST00000335387	NM_001354486	RC3H2	uc064vno.1
ENSG00000280094	ENST00000623530	NM_001004450	OR1B1	uc064vnf.1
ENSG00000148187	ENST00000373729	NM_001346343	MRRF	uc064vmn.1
ENSG00000148187	ENST00000373723	NM_199177	MRRF	uc064vmm.1
ENSG00000148187	ENST00000441707	NM_001346345	MRRF	uc064vml.1
ENSG00000106852	ENST00000373754	NM_001348190	LHX6	uc064vmd.1
ENSG00000148175	ENST00000538954	NM_001270527	STOM	uc064vlh.1
ENSG00000148180	ENST00000373823	NM_001353062	GSN	uc064vkv.1
ENSG00000148180	ENST00000373823	NM_001127662	GSN	uc064vkv.1
ENSG00000148180	ENST00000373823	NM_001353078	GSN	uc064vkv.1
ENSG00000148180	ENST00000373823	NM_001353057	GSN	uc064vkv.1
